"id","bag_id","naam","lat","lon","geonames","tgn"
"515","1456","Best","51.5136566767","5.39646534907","http://www.geonames.org/2759040","http://vocab.getty.edu/tgn/1047654"
"516","1457","Bergeijk","51.3024815252","5.32631528521","http://www.geonames.org/2759132","http://vocab.getty.edu/tgn/1047646"
"517","1458","Luyksgestel","51.2800058602","5.30448182748","http://www.geonames.org/2751346","http://vocab.getty.edu/tgn/7265505"
"518","1459","Riethoven","51.3589343088","5.38634451168","http://www.geonames.org/2748150","http://vocab.getty.edu/tgn/7267705"
"519","1460","Westerhoven","51.331816449","5.40526787968","http://www.geonames.org/2744731","http://vocab.getty.edu/tgn/7273249"
"520","1461","Bunde","50.9016234381","5.73540536604","http://www.geonames.org/2758111","http://vocab.getty.edu/tgn/1047687"
"521","1462","Geulle","50.9231452674","5.74687377746","http://www.geonames.org/2755557","http://vocab.getty.edu/tgn/7262322"
"522","1463","Meerssen","50.8843067367","5.76214135534","http://www.geonames.org/2751037","http://vocab.getty.edu/tgn/1047941"
"523","1464","Moorveld","50.9152679391","5.76215741268","http://www.geonames.org/2750609","http://vocab.getty.edu/tgn/7270153"
"524","1465","Ulestraten","50.9015935565","5.77909707998","http://www.geonames.org/2745955","http://vocab.getty.edu/tgn/7272847"
"525","1466","Lisse","52.2555555201","4.5458377681","http://www.geonames.org/2751547","http://vocab.getty.edu/tgn/1047919"
"526","1467","Kapelle","51.4787291978","3.95908264325","http://www.geonames.org/7284469","http://vocab.getty.edu/tgn/1047879"
"527","1468","Kloetinge","51.4771193123","3.92017254511","http://www.geonames.org/2752638","http://vocab.getty.edu/tgn/7265917"
"528","1469","Schore","51.4678121407","3.99322883675","http://www.geonames.org/2747483","http://vocab.getty.edu/tgn/7271421"
"529","1470","Wemeldinge","51.5258682076","3.98389182771","http://www.geonames.org/2744839","http://vocab.getty.edu/tgn/1048228"
"530","1471","Winschoten","53.1406395628","7.03499570184","http://www.geonames.org/2744344","http://vocab.getty.edu/tgn/1048247"
"531","1473","Venlo","51.379053592","6.14879960639","http://www.geonames.org/2745641","http://vocab.getty.edu/tgn/7006853"
"532","1474","Tegelen","51.3366895964","6.15066395014","http://www.geonames.org/2746504","http://vocab.getty.edu/tgn/1048143"
"533","3401","Lioessens","53.3895850657","6.10196581389","http://www.geonames.org/2751554","http://vocab.getty.edu/tgn/7264597"
"534","1477","Papendrecht","51.8332370345","4.70334499516","http://www.geonames.org/2748729","http://vocab.getty.edu/tgn/1048041"
"535","1478","Winterswijk","51.9719169218","6.71167886167","http://www.geonames.org/2744332","http://vocab.getty.edu/tgn/7006892"
"536","1479","Winterswijk Meddo","52.0134922647","6.70335751038",,
"537","1480","Winterswijk Huppel","52.0027797536","6.76192867989",,
"538","1792","Eeserveen","52.8766358375","6.76471688451","http://www.geonames.org/2756325","http://vocab.getty.edu/tgn/7261776"
"539","1481","Winterswijk Ratum","51.979130019","6.80431097109",,
"540","1517","Evertsoord","51.4019005954","5.94192500273","http://www.geonames.org/2755961","http://vocab.getty.edu/tgn/7260703"
"541","1518","Muiden","52.3460456452","5.06846798459","http://www.geonames.org/2750569","http://vocab.getty.edu/tgn/1047963"
"542","1482","Winterswijk Kotten","51.9388342104","6.771560271","http://www.geonames.org/2752381","http://vocab.getty.edu/tgn/7264392"
"543","1483","Winterswijk Woold","51.9261303186","6.7149064782","http://www.geonames.org/2744187","http://vocab.getty.edu/tgn/7274659"
"544","1528","Rha","52.0529791989","6.1521919417","http://www.geonames.org/2748203","http://vocab.getty.edu/tgn/7267415"
"545","1484","Winterswijk Miste","51.9409872846","6.66543638073","http://www.geonames.org/2750784","http://vocab.getty.edu/tgn/7269942"
"546","1485","Winterswijk Henxel","51.9817245727","6.7597203949","http://www.geonames.org/2754368","http://vocab.getty.edu/tgn/7266472"
"547","1793","Ellertshaar","52.8954698838","6.74137502122","http://www.geonames.org/2756192","http://vocab.getty.edu/tgn/7263308"
"548","1486","Winterswijk Brinkheurne","51.9536015051","6.750373173","http://www.geonames.org/2758314","http://vocab.getty.edu/tgn/7262652"
"549","1529","Olburgen","52.0440340034","6.13097701958","http://www.geonames.org/2749673","http://vocab.getty.edu/tgn/7270429"
"550","1487","Winterswijk Corle","51.966333522","6.65850746143","http://www.geonames.org/2757915","http://vocab.getty.edu/tgn/7262878"
"551","1488","Hippolytushoef","52.911710479","4.98201203979","http://www.geonames.org/2754050","http://vocab.getty.edu/tgn/1047849"
"552","1489","Den Oever","52.9811153252","5.00542996657","http://www.geonames.org/2757194","http://vocab.getty.edu/tgn/1047714"
"553","1490","Westerland","52.893019855","4.92458396462","http://www.geonames.org/2744720","http://vocab.getty.edu/tgn/7273238"
"554","1491","Raalte","52.3957551937","6.26956753966","http://www.geonames.org/2748371","http://vocab.getty.edu/tgn/1048053"
"555","1492","Heino","52.443091012","6.24574834274","http://www.geonames.org/2754502","http://vocab.getty.edu/tgn/7006942"
"556","1794","Exloërveen","52.8970371402","6.89939329692","http://www.geonames.org/2755948","http://vocab.getty.edu/tgn/7260690"
"557","1493","Mariënheem","52.3800885604","6.32158218425","http://www.geonames.org/2751172","http://vocab.getty.edu/tgn/7269563"
"558","1494","Luttenberg","52.4057050356","6.36519510412","http://www.geonames.org/2751357","http://vocab.getty.edu/tgn/7265516"
"559","1495","Laag Zuthem","52.4592295767","6.18181689243","http://www.geonames.org/2752094","http://vocab.getty.edu/tgn/7265437"
"560","1496","Lierderholthuis","52.4386927186","6.1869910003","http://www.geonames.org/2751637","http://vocab.getty.edu/tgn/7264336"
"561","1497","Broekland","52.3658150222","6.2184108337","http://www.geonames.org/2758250","http://vocab.getty.edu/tgn/7262500"
"562","1498","Heeten","52.3321860465","6.28012165464","http://www.geonames.org/2754621","http://vocab.getty.edu/tgn/7266210"
"563","1499","Nieuw Heeten","52.3219686967","6.32816113807","http://www.geonames.org/2750195","http://vocab.getty.edu/tgn/7267481"
"564","1795","Exloo","52.8843809482","6.86554907676","http://www.geonames.org/2755947","http://vocab.getty.edu/tgn/6001954"
"565","1500","Velp","51.9970526738","5.98564606541","http://www.geonames.org/2745677","http://vocab.getty.edu/tgn/7006887"
"566","1501","Rheden","52.027012042","6.01567749452","http://www.geonames.org/2748201","http://vocab.getty.edu/tgn/1048059"
"567","1502","De Steeg","52.0246100292","6.06623385105","http://www.geonames.org/2757041","http://vocab.getty.edu/tgn/7006894"
